q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,labels,quiz_num,business_and_communication_proba,social_sciences_proba,public_service_law_and_policy_proba,math_sciences_and_engineering_proba
0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,"Math, Sciences, and Engineering",700,0.17647058823529413,0.2549019607843137,0.11764705882352941,0.37254901960784315
1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,"Public Service, Law, and Policy",701,0.30434782608695654,0.21739130434782608,0.13043478260869565,0.2608695652173913
0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,Business and Communication,702,0.1875,0.125,0.25,0.3125
0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,Business and Communication,703,0.3333333333333333,,0.20833333333333334,0.4166666666666667
0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,"Public Service, Law, and Policy",704,0.07692307692307693,0.23076923076923078,0.23076923076923078,0.46153846153846156
0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,"Public Service, Law, and Policy",705,0.18518518518518517,0.037037037037037035,0.2222222222222222,0.37037037037037035
1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,Business and Communication,706,0.358974358974359,0.10256410256410256,0.10256410256410256,0.4358974358974359
1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,Business and Communication,707,0.2978723404255319,0.2765957446808511,0.1702127659574468,0.23404255319148937
1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,Social Sciences,708,0.24528301886792453,0.09433962264150944,0.24528301886792453,0.39622641509433965
0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,"Math, Sciences, and Engineering",709,0.1590909090909091,0.29545454545454547,0.18181818181818182,0.36363636363636365
1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,"Math, Sciences, and Engineering",710,0.32558139534883723,,0.11627906976744186,0.46511627906976744
1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,Social Sciences,711,0.3157894736842105,0.23684210526315788,0.07894736842105263,0.34210526315789475
0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,Creative Arts,712,0.14285714285714285,0.02857142857142857,0.2,0.4857142857142857
1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,Social Sciences,713,0.20754716981132076,0.18867924528301888,0.1509433962264151,0.37735849056603776
1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,"Public Service, Law, and Policy",714,0.234375,0.203125,0.1875,0.3125
1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,"Math, Sciences, and Engineering",715,0.2692307692307692,0.17307692307692307,0.17307692307692307,0.36538461538461536
0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,"Math, Sciences, and Engineering",716,0.18421052631578946,0.2631578947368421,0.2631578947368421,0.2894736842105263
1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,"Math, Sciences, and Engineering",717,0.2857142857142857,0.08163265306122448,0.20408163265306123,0.40816326530612246
1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,Social Sciences,718,0.36363636363636365,0.3939393939393939,0.21212121212121213,0.030303030303030304
0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,"Math, Sciences, and Engineering",719,0.10256410256410256,0.23076923076923078,0.10256410256410256,0.4358974358974359
0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,Social Sciences,720,0.1568627450980392,0.2549019607843137,0.1568627450980392,0.3333333333333333
1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,"Public Service, Law, and Policy",721,0.30434782608695654,0.10869565217391304,0.15217391304347827,0.41304347826086957
0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,"Math, Sciences, and Engineering",722,0.15384615384615385,0.2692307692307692,0.17307692307692307,0.3269230769230769
0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,"Math, Sciences, and Engineering",723,0.09523809523809523,0.21428571428571427,0.09523809523809523,0.5952380952380952
0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,Business and Communication,724,0.1891891891891892,0.3783783783783784,0.2702702702702703,0.05405405405405406
1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,"Math, Sciences, and Engineering",725,0.3939393939393939,0.15151515151515152,0.30303030303030304,0.030303030303030304
0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,"Math, Sciences, and Engineering",726,0.17647058823529413,0.14705882352941177,0.2647058823529412,0.2647058823529412
0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,"Public Service, Law, and Policy",727,0.19444444444444445,0.1388888888888889,0.19444444444444445,0.3333333333333333
1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,"Math, Sciences, and Engineering",728,0.325,0.025,0.2,0.45
1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,"Public Service, Law, and Policy",729,0.1956521739130435,0.21739130434782608,0.17391304347826086,0.391304347826087
0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,Business and Communication,730,0.1276595744680851,0.2765957446808511,0.1702127659574468,0.40425531914893614
0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,Business and Communication,731,0.2413793103448276,0.3103448275862069,0.13793103448275862,0.13793103448275862
1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,Social Sciences,732,0.41935483870967744,0.2903225806451613,0.1935483870967742,0.0967741935483871
1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,"Public Service, Law, and Policy",733,0.25,,0.19230769230769232,0.4807692307692308
0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,"Math, Sciences, and Engineering",734,0.09302325581395349,0.23255813953488372,0.23255813953488372,0.4418604651162791
1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,"Math, Sciences, and Engineering",735,0.4074074074074074,0.037037037037037035,0.14814814814814814,0.37037037037037035
0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,"Math, Sciences, and Engineering",736,0.2,0.2571428571428571,0.17142857142857143,0.34285714285714286
1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,Social Sciences,737,0.32432432432432434,0.13513513513513514,0.1891891891891892,0.32432432432432434
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Business and Communication,738,0.45454545454545453,0.18181818181818182,0.13636363636363635,0.045454545454545456
1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,"Math, Sciences, and Engineering",739,0.2222222222222222,0.14285714285714285,0.15873015873015872,0.4603174603174603
0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,Business and Communication,740,0.2608695652173913,0.043478260869565216,0.21739130434782608,0.43478260869565216
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Business and Communication,741,0.47368421052631576,0.05263157894736842,0.2631578947368421,0.21052631578947367
1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,Business and Communication,742,0.3870967741935484,0.12903225806451613,0.12903225806451613,0.3225806451612903
0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,"Math, Sciences, and Engineering",743,0.2222222222222222,0.1388888888888889,0.16666666666666666,0.4722222222222222
1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,"Public Service, Law, and Policy",744,0.20689655172413793,0.1724137931034483,0.1724137931034483,0.3620689655172414
0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,"Math, Sciences, and Engineering",745,0.08333333333333333,,0.16666666666666666,0.75
1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,"Math, Sciences, and Engineering",746,0.2982456140350877,0.08771929824561403,0.19298245614035087,0.3333333333333333
0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,"Public Service, Law, and Policy",747,0.09302325581395349,0.11627906976744186,0.23255813953488372,0.5581395348837209
0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,Business and Communication,748,0.1935483870967742,0.03225806451612903,0.2903225806451613,0.3548387096774194
1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,Business and Communication,749,0.3548387096774194,0.2903225806451613,0.1935483870967742,0.03225806451612903
1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,Creative Arts,750,0.3142857142857143,,0.17142857142857143,0.37142857142857144
0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,Social Sciences,751,0.1,0.225,0.225,0.45
0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,"Math, Sciences, and Engineering",752,0.18518518518518517,0.3333333333333333,0.1111111111111111,0.3333333333333333
0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,Business and Communication,753,0.20588235294117646,0.14705882352941177,0.23529411764705882,0.2647058823529412
1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,"Math, Sciences, and Engineering",754,0.35,0.125,0.225,0.3
0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,"Public Service, Law, and Policy",755,0.15789473684210525,0.05263157894736842,0.47368421052631576,0.10526315789473684
1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,"Math, Sciences, and Engineering",756,0.2682926829268293,0.024390243902439025,0.21951219512195122,0.4634146341463415
0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,Business and Communication,757,0.15384615384615385,0.25,0.15384615384615385,0.36538461538461536
0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,Social Sciences,758,0.23076923076923078,0.5384615384615384,0.15384615384615385,0.038461538461538464
1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,"Math, Sciences, and Engineering",759,0.26229508196721313,0.21311475409836064,0.19672131147540983,0.32786885245901637
0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,"Math, Sciences, and Engineering",760,0.10526315789473684,,0.15789473684210525,0.47368421052631576
1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,Social Sciences,761,0.5,0.16666666666666666,0.125,0.041666666666666664
1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,"Math, Sciences, and Engineering",762,0.3548387096774194,,0.16129032258064516,0.3225806451612903
1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,"Math, Sciences, and Engineering",763,0.2711864406779661,0.22033898305084745,0.1694915254237288,0.3389830508474576
1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,"Public Service, Law, and Policy",764,0.5,0.045454545454545456,0.3181818181818182,0.13636363636363635
1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,Business and Communication,765,0.20588235294117646,0.07352941176470588,0.23529411764705882,0.4117647058823529
0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,"Public Service, Law, and Policy",766,0.14285714285714285,0.2857142857142857,0.16326530612244897,0.3877551020408163
1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,"Public Service, Law, and Policy",767,0.2558139534883721,0.023255813953488372,0.18604651162790697,0.4418604651162791
1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,Business and Communication,768,0.2702702702702703,0.24324324324324326,0.16216216216216217,0.32432432432432434
0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,"Public Service, Law, and Policy",769,0.10204081632653061,0.2857142857142857,0.16326530612244897,0.3673469387755102
1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,"Math, Sciences, and Engineering",770,0.23880597014925373,0.208955223880597,0.19402985074626866,0.29850746268656714
0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,Social Sciences,771,0.14583333333333334,0.10416666666666667,0.25,0.3958333333333333
1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,Social Sciences,772,0.2692307692307692,0.2692307692307692,0.11538461538461539,0.34615384615384615
1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,Business and Communication,773,0.19298245614035087,0.22807017543859648,0.14035087719298245,0.3508771929824561
0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,Creative Arts,774,0.26666666666666666,,0.23333333333333334,0.3333333333333333
1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,"Math, Sciences, and Engineering",775,0.2112676056338028,0.19718309859154928,0.19718309859154928,0.38028169014084506
1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,"Public Service, Law, and Policy",776,0.5263157894736842,,0.3157894736842105,0.10526315789473684
0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,"Math, Sciences, and Engineering",777,0.16666666666666666,0.13333333333333333,0.2,0.36666666666666664
0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,"Public Service, Law, and Policy",778,0.15384615384615385,0.3333333333333333,0.10256410256410256,0.28205128205128205
1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,Business and Communication,779,0.46153846153846156,0.038461538461538464,0.15384615384615385,0.34615384615384615
0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,Social Sciences,780,0.3076923076923077,0.38461538461538464,0.2692307692307692,0.038461538461538464
1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,"Public Service, Law, and Policy",781,0.24,0.02,0.18,0.54
0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,Business and Communication,782,0.07692307692307693,0.1282051282051282,0.23076923076923078,0.4358974358974359
1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,"Public Service, Law, and Policy",783,0.2702702702702703,0.02702702702702703,0.2972972972972973,0.2702702702702703
1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,Creative Arts,784,0.25,0.23333333333333334,0.2,0.3
1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,"Math, Sciences, and Engineering",785,0.2549019607843137,,0.19607843137254902,0.5490196078431373
1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,"Math, Sciences, and Engineering",786,0.3404255319148936,0.0851063829787234,0.14893617021276595,0.40425531914893614
0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,"Public Service, Law, and Policy",787,0.25,0.05,0.45,0.2
0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,"Math, Sciences, and Engineering",788,0.20754716981132076,0.24528301886792453,0.11320754716981132,0.3584905660377358
1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,"Math, Sciences, and Engineering",789,0.2619047619047619,0.21428571428571427,0.07142857142857142,0.42857142857142855
0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,"Public Service, Law, and Policy",790,0.08333333333333333,0.041666666666666664,0.2916666666666667,0.4166666666666667
0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,Social Sciences,791,0.21428571428571427,0.5,0.14285714285714285,
1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,"Public Service, Law, and Policy",792,0.18461538461538463,0.15384615384615385,0.2,0.4
1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,Business and Communication,793,0.25925925925925924,0.07407407407407407,0.16666666666666666,0.48148148148148145
0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,Social Sciences,794,0.1206896551724138,0.2413793103448276,0.1724137931034483,0.4482758620689655
1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,"Math, Sciences, and Engineering",795,0.2631578947368421,0.07017543859649122,0.21052631578947367,0.3684210526315789
0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,"Math, Sciences, and Engineering",796,0.3333333333333333,,0.14285714285714285,0.5238095238095238
0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,Creative Arts,797,0.18181818181818182,0.11363636363636363,0.18181818181818182,0.4090909090909091
1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,"Math, Sciences, and Engineering",798,0.358974358974359,0.1282051282051282,0.15384615384615385,0.2564102564102564
1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,Social Sciences,799,0.35135135135135137,0.35135135135135137,0.08108108108108109,0.10810810810810811
1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,"Public Service, Law, and Policy",800,0.3157894736842105,0.02631578947368421,0.2894736842105263,0.34210526315789475
0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,"Math, Sciences, and Engineering",801,0.24390243902439024,0.3170731707317073,0.17073170731707318,0.2682926829268293
0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,"Math, Sciences, and Engineering",802,0.20930232558139536,0.3023255813953488,0.20930232558139536,0.2558139534883721
0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,Business and Communication,803,0.23076923076923078,0.3333333333333333,0.10256410256410256,0.3076923076923077
1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,"Math, Sciences, and Engineering",804,0.24242424242424243,0.030303030303030304,0.2727272727272727,0.30303030303030304
0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,"Public Service, Law, and Policy",805,0.10344827586206896,0.3448275862068966,0.20689655172413793,0.3448275862068966
0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,Social Sciences,806,0.09302325581395349,0.20930232558139536,0.13953488372093023,0.4418604651162791
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"Math, Sciences, and Engineering",807,0.4375,,0.125,0.1875
1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,Business and Communication,808,0.35294117647058826,,0.23529411764705882,0.29411764705882354
1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,"Math, Sciences, and Engineering",809,0.4827586206896552,0.13793103448275862,0.10344827586206896,0.10344827586206896
1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,Business and Communication,810,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.07407407407407407
0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,Business and Communication,811,0.22448979591836735,0.2857142857142857,0.2653061224489796,0.22448979591836735
1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,Creative Arts,812,0.19298245614035087,0.15789473684210525,0.10526315789473684,0.45614035087719296
0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,Business and Communication,813,0.19047619047619047,0.047619047619047616,0.23809523809523808,0.47619047619047616
1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,Creative Arts,814,0.48,0.16,0.04,0.12
0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,Creative Arts,815,0.09375,,0.28125,0.5
1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,Social Sciences,816,0.42857142857142855,0.14285714285714285,0.10714285714285714,0.14285714285714285
0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,"Public Service, Law, and Policy",817,0.15789473684210525,0.23684210526315788,0.2631578947368421,0.3157894736842105
0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,"Public Service, Law, and Policy",818,0.09523809523809523,0.047619047619047616,0.38095238095238093,0.47619047619047616
0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,"Public Service, Law, and Policy",819,0.225,0.125,0.275,0.275
0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,"Math, Sciences, and Engineering",820,0.19148936170212766,0.10638297872340426,0.2765957446808511,0.3404255319148936
1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,"Public Service, Law, and Policy",821,0.23214285714285715,0.25,0.17857142857142858,0.32142857142857145
1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,Business and Communication,822,0.3333333333333333,0.2549019607843137,0.09803921568627451,0.23529411764705882
0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,"Math, Sciences, and Engineering",823,0.11904761904761904,0.23809523809523808,0.2619047619047619,0.38095238095238093
0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,"Public Service, Law, and Policy",824,0.15384615384615385,0.358974358974359,0.23076923076923078,0.2564102564102564
1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,Business and Communication,825,0.2857142857142857,,0.14285714285714285,0.5714285714285714
0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,Business and Communication,826,0.22857142857142856,0.11428571428571428,0.22857142857142856,0.2857142857142857
0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,Social Sciences,827,0.0975609756097561,0.21951219512195122,0.21951219512195122,0.4634146341463415
0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,Business and Communication,828,0.06060606060606061,0.030303030303030304,0.24242424242424243,0.5454545454545454
1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,"Public Service, Law, and Policy",829,0.24,0.2,0.18,0.36
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Creative Arts,830,0.5714285714285714,,,0.2857142857142857
1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,Creative Arts,831,0.24528301886792453,0.18867924528301888,0.24528301886792453,0.22641509433962265
0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,"Public Service, Law, and Policy",832,0.22727272727272727,0.29545454545454547,0.22727272727272727,0.25
1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,"Math, Sciences, and Engineering",833,0.3076923076923077,0.25,0.07692307692307693,0.34615384615384615
1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,"Math, Sciences, and Engineering",834,0.23636363636363636,,0.18181818181818182,0.509090909090909
1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,Business and Communication,835,0.25806451612903225,0.22580645161290322,0.12903225806451613,0.3064516129032258
1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,"Public Service, Law, and Policy",836,0.2826086956521739,0.08695652173913043,0.21739130434782608,0.41304347826086957
1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,"Math, Sciences, and Engineering",837,0.35135135135135137,,0.1891891891891892,0.4594594594594595
0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,"Math, Sciences, and Engineering",838,0.11940298507462686,0.19402985074626866,0.19402985074626866,0.417910447761194
0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,"Math, Sciences, and Engineering",839,0.16981132075471697,0.24528301886792453,0.1320754716981132,0.4528301886792453
1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,Social Sciences,840,0.24489795918367346,0.02040816326530612,0.1836734693877551,0.5306122448979592
1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,"Math, Sciences, and Engineering",841,0.2835820895522388,0.19402985074626866,0.13432835820895522,0.31343283582089554
0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,"Math, Sciences, and Engineering",842,0.08333333333333333,0.25,0.16666666666666666,0.4722222222222222
0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,Business and Communication,843,0.06976744186046512,0.023255813953488372,0.20930232558139536,0.5813953488372093
1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,Business and Communication,844,0.40476190476190477,0.09523809523809523,0.07142857142857142,0.42857142857142855
0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,Social Sciences,845,0.11428571428571428,0.2,0.22857142857142856,0.38571428571428573
1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,"Public Service, Law, and Policy",846,0.2545454545454545,0.18181818181818182,0.2,0.34545454545454546
1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,"Math, Sciences, and Engineering",847,0.3333333333333333,0.1111111111111111,0.28888888888888886,0.26666666666666666
1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,Social Sciences,848,0.3541666666666667,0.2916666666666667,0.14583333333333334,0.20833333333333334
0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,"Math, Sciences, and Engineering",849,0.1724137931034483,0.3103448275862069,0.13793103448275862,0.3448275862068966
0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,"Public Service, Law, and Policy",850,0.06666666666666667,0.06666666666666667,0.6,0.2
0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,Business and Communication,851,0.2413793103448276,0.1724137931034483,0.2413793103448276,0.3103448275862069
0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,"Public Service, Law, and Policy",852,0.12121212121212122,0.21212121212121213,0.24242424242424243,0.4090909090909091
0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,Creative Arts,853,0.21428571428571427,,0.17857142857142858,0.42857142857142855
0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,Creative Arts,854,0.13725490196078433,0.27450980392156865,0.13725490196078433,0.35294117647058826
0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,Business and Communication,855,0.25925925925925924,0.37037037037037035,0.25925925925925924,0.1111111111111111
0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,"Math, Sciences, and Engineering",856,0.15217391304347827,0.10869565217391304,0.30434782608695654,0.41304347826086957
0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,Business and Communication,857,0.17647058823529413,0.11764705882352941,0.23529411764705882,0.47058823529411764
1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,"Math, Sciences, and Engineering",858,0.3333333333333333,0.1388888888888889,0.16666666666666666,0.25
1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,Creative Arts,859,0.30434782608695654,,0.13043478260869565,0.45652173913043476
1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,"Math, Sciences, and Engineering",860,0.26229508196721313,0.06557377049180328,0.18032786885245902,0.47540983606557374
0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,Creative Arts,861,0.12962962962962962,0.24074074074074073,0.2222222222222222,0.3333333333333333
0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,Business and Communication,862,0.3448275862068966,0.13793103448275862,0.13793103448275862,0.3793103448275862
1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,Business and Communication,863,0.25,0.2916666666666667,0.14583333333333334,0.22916666666666666
0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,"Public Service, Law, and Policy",864,0.32,0.2,0.32,
0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,"Math, Sciences, and Engineering",865,0.16666666666666666,0.1111111111111111,0.2777777777777778,0.4444444444444444
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,Business and Communication,866,0.15384615384615385,,0.23076923076923078,0.6153846153846154
0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,Business and Communication,867,0.19148936170212766,0.2765957446808511,0.0851063829787234,0.3617021276595745
1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,"Math, Sciences, and Engineering",868,0.23943661971830985,0.19718309859154928,0.19718309859154928,0.36619718309859156
1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,Business and Communication,869,0.2631578947368421,0.22807017543859648,0.15789473684210525,0.3508771929824561
0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,"Math, Sciences, and Engineering",870,0.11320754716981132,0.018867924528301886,0.2830188679245283,0.5094339622641509
0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,"Public Service, Law, and Policy",871,0.037037037037037035,0.037037037037037035,0.4074074074074074,0.3333333333333333
1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,Social Sciences,872,0.21951219512195122,0.21951219512195122,0.1951219512195122,0.24390243902439024
0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,"Math, Sciences, and Engineering",873,0.15254237288135594,0.1694915254237288,0.1864406779661017,0.423728813559322
0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,"Math, Sciences, and Engineering",874,0.17857142857142858,,0.07142857142857142,0.6071428571428571
0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,"Public Service, Law, and Policy",875,0.17777777777777778,0.2,0.2,0.4222222222222222
0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,Social Sciences,876,0.2,0.2571428571428571,0.2,0.22857142857142856
0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,Social Sciences,877,0.11538461538461539,0.25,0.15384615384615385,0.38461538461538464
0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,"Math, Sciences, and Engineering",878,0.14705882352941177,,0.14705882352941177,0.5588235294117647
0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,"Math, Sciences, and Engineering",879,0.09523809523809523,0.23809523809523808,0.19047619047619047,0.38095238095238093
1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,Social Sciences,880,0.27586206896551724,0.1724137931034483,0.20689655172413793,0.3275862068965517
0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,"Math, Sciences, and Engineering",881,0.11428571428571428,0.02857142857142857,0.2857142857142857,0.45714285714285713
1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,"Math, Sciences, and Engineering",882,0.24,0.28,0.18,0.22
