q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,labels,quiz_num,business_and_communication_proba,math_sciences_and_engineering_proba,creative_arts_proba,social_sciences_proba,public_service_law_and_policy_proba
0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,"Math, Sciences, and Engineering",544,0.26666666666666666,0.36,0.02666666666666667,0.2,0.14666666666666667
0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,Social Sciences,545,0.275,0.1,0.075,0.425,0.125
1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,"Math, Sciences, and Engineering",546,0.1566265060240964,0.42168674698795183,0.08433734939759036,0.14457831325301204,0.1927710843373494
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Social Sciences,547,0.23809523809523808,0.21428571428571427,0.07142857142857142,0.16666666666666666,0.30952380952380953
1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,"Math, Sciences, and Engineering",548,0.25287356321839083,0.2988505747126437,0.06896551724137931,0.16091954022988506,0.21839080459770116
0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,Business and Communication,549,0.19444444444444445,0.3611111111111111,0.09722222222222222,0.16666666666666666,0.18055555555555555
1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,Business and Communication,550,0.28735632183908044,0.2413793103448276,0.034482758620689655,0.25287356321839083,0.1839080459770115
1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,Business and Communication,551,0.18840579710144928,0.391304347826087,0.10144927536231885,0.15942028985507245,0.15942028985507245
1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,Business and Communication,552,0.27380952380952384,0.32142857142857145,0.03571428571428571,0.10714285714285714,0.2619047619047619
0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,"Math, Sciences, and Engineering",553,0.16666666666666666,0.30952380952380953,0.10714285714285714,0.2261904761904762,0.19047619047619047
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Business and Communication,554,0.34782608695652173,0.2826086956521739,0.13043478260869565,0.06521739130434782,0.17391304347826086
1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,Business and Communication,555,0.25925925925925924,0.2716049382716049,0.08641975308641975,0.16049382716049382,0.2222222222222222
1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,Creative Arts,556,0.2125,0.4125,0.0625,0.1375,0.175
0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,Social Sciences,557,0.2698412698412698,0.23809523809523808,0.031746031746031744,0.2698412698412698,0.19047619047619047
0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,"Math, Sciences, and Engineering",558,0.16129032258064516,0.41935483870967744,0.016129032258064516,0.16129032258064516,0.24193548387096775
0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,"Math, Sciences, and Engineering",559,0.208955223880597,0.43283582089552236,0.07462686567164178,0.1044776119402985,0.1791044776119403
1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,"Math, Sciences, and Engineering",560,0.24358974358974358,0.358974358974359,0.05128205128205128,0.11538461538461539,0.23076923076923078
0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,Creative Arts,561,0.16666666666666666,0.34523809523809523,0.08333333333333333,0.20238095238095238,0.20238095238095238
1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,"Public Service, Law, and Policy",562,0.23076923076923078,0.038461538461538464,0.17307692307692307,0.34615384615384615,0.21153846153846154
0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,Creative Arts,563,0.11864406779661017,0.5932203389830508,0.06779661016949153,0.06779661016949153,0.15254237288135594
1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,Social Sciences,564,0.2875,0.3125,0.0625,0.1375,0.2
0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,Business and Communication,565,0.21518987341772153,0.45569620253164556,0.0379746835443038,0.13924050632911392,0.1518987341772152
0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,"Public Service, Law, and Policy",566,0.1780821917808219,0.4931506849315068,0.0821917808219178,0.0136986301369863,0.2328767123287671
1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,"Math, Sciences, and Engineering",567,0.24358974358974358,0.28205128205128205,0.10256410256410256,0.19230769230769232,0.1794871794871795
0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,"Math, Sciences, and Engineering",568,0.13333333333333333,0.4666666666666667,0.05,0.08333333333333333,0.26666666666666666
0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,Business and Communication,569,0.25301204819277107,0.5060240963855421,0.03614457831325301,0.07228915662650602,0.13253012048192772
1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,Social Sciences,570,0.20253164556962025,0.35443037974683544,0.0379746835443038,0.21518987341772153,0.189873417721519
1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,Business and Communication,571,0.18478260869565216,0.3695652173913043,0.043478260869565216,0.20652173913043478,0.1956521739130435
1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,"Public Service, Law, and Policy",572,0.13559322033898305,0.3389830508474576,0.11864406779661017,0.15254237288135594,0.2542372881355932
1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,"Math, Sciences, and Engineering",573,0.12121212121212122,0.42424242424242425,0.08080808080808081,0.1414141414141414,0.23232323232323232
0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,"Math, Sciences, and Engineering",574,0.16853932584269662,0.39325842696629215,0.07865168539325842,0.19101123595505617,0.16853932584269662
0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,Social Sciences,575,0.19480519480519481,0.33766233766233766,0.03896103896103896,0.23376623376623376,0.19480519480519481
0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,Social Sciences,576,0.288135593220339,0.3728813559322034,0.05084745762711865,0.1864406779661017,0.1016949152542373
1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,"Math, Sciences, and Engineering",577,0.22448979591836735,0.22448979591836735,0.16326530612244897,0.12244897959183673,0.2653061224489796
1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,Social Sciences,578,0.20987654320987653,0.2345679012345679,0.08641975308641975,0.2222222222222222,0.24691358024691357
0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,"Math, Sciences, and Engineering",579,0.2962962962962963,0.35185185185185186,0.07407407407407407,0.12962962962962962,0.14814814814814814
0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,"Math, Sciences, and Engineering",580,0.16129032258064516,0.3225806451612903,0.12903225806451613,0.24193548387096775,0.14516129032258066
1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,"Math, Sciences, and Engineering",581,0.27692307692307694,0.16923076923076924,0.046153846153846156,0.3076923076923077,0.2
1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,Social Sciences,582,0.19718309859154928,0.36619718309859156,0.056338028169014086,0.11267605633802817,0.2676056338028169
1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,Social Sciences,583,0.23214285714285715,0.21428571428571427,,0.2857142857142857,0.26785714285714285
0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,Business and Communication,584,0.2247191011235955,0.38202247191011235,0.0449438202247191,0.19101123595505617,0.15730337078651685
1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,"Math, Sciences, and Engineering",585,0.26785714285714285,0.3392857142857143,0.05357142857142857,0.14285714285714285,0.19642857142857142
1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,"Public Service, Law, and Policy",586,0.23376623376623376,0.33766233766233766,0.06493506493506493,0.14285714285714285,0.22077922077922077
0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,"Math, Sciences, and Engineering",587,0.18333333333333332,0.55,0.05,0.05,0.16666666666666666
0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,"Math, Sciences, and Engineering",588,0.3125,0.3125,0.046875,0.140625,0.1875
1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,Business and Communication,589,0.32432432432432434,0.17567567567567569,0.02702702702702703,0.24324324324324326,0.22972972972972974
0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,"Math, Sciences, and Engineering",590,0.18269230769230768,0.4807692307692308,0.038461538461538464,0.0673076923076923,0.23076923076923078
1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,Business and Communication,591,0.3116883116883117,0.22077922077922077,0.025974025974025976,0.3116883116883117,0.12987012987012986
0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,Business and Communication,592,0.20253164556962025,0.35443037974683544,0.05063291139240506,0.22784810126582278,0.16455696202531644
1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,"Public Service, Law, and Policy",593,0.2682926829268293,0.4146341463414634,0.08536585365853659,0.036585365853658534,0.1951219512195122
0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,"Public Service, Law, and Policy",594,0.25396825396825395,0.31746031746031744,0.047619047619047616,0.19047619047619047,0.19047619047619047
0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,"Math, Sciences, and Engineering",595,0.25,0.4,0.0125,0.1375,0.2
1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,"Public Service, Law, and Policy",596,0.2765957446808511,0.2872340425531915,0.02127659574468085,0.24468085106382978,0.1702127659574468
1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,Creative Arts,597,0.3541666666666667,0.22916666666666666,0.0625,0.08333333333333333,0.2708333333333333
1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,"Public Service, Law, and Policy",598,0.23595505617977527,0.3146067415730337,0.0449438202247191,0.1797752808988764,0.2247191011235955
0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,"Math, Sciences, and Engineering",599,0.1590909090909091,0.36363636363636365,0.18181818181818182,0.022727272727272728,0.2727272727272727
1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,"Public Service, Law, and Policy",600,0.19736842105263158,0.2631578947368421,0.06578947368421052,0.25,0.2236842105263158
0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,Business and Communication,601,0.23529411764705882,0.29411764705882354,0.11764705882352941,0.22058823529411764,0.1323529411764706
0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,"Math, Sciences, and Engineering",602,0.23232323232323232,0.35353535353535354,0.10101010101010101,0.1717171717171717,0.1414141414141414
1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,"Public Service, Law, and Policy",603,0.2653061224489796,0.25510204081632654,0.04081632653061224,0.22448979591836735,0.21428571428571427
1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,"Public Service, Law, and Policy",604,0.23943661971830985,0.29577464788732394,0.04225352112676056,0.2112676056338028,0.2112676056338028
1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,Creative Arts,605,0.2777777777777778,0.375,0.1111111111111111,0.05555555555555555,0.18055555555555555
0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,Business and Communication,606,0.2571428571428571,0.38571428571428573,0.05714285714285714,0.11428571428571428,0.18571428571428572
1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,Social Sciences,607,0.28378378378378377,0.35135135135135137,0.0945945945945946,0.10810810810810811,0.16216216216216217
1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,"Math, Sciences, and Engineering",608,0.21739130434782608,0.34782608695652173,0.043478260869565216,0.17391304347826086,0.21739130434782608
1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,Social Sciences,609,0.18478260869565216,0.4673913043478261,0.021739130434782608,0.18478260869565216,0.14130434782608695
1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,Social Sciences,610,0.2345679012345679,0.25925925925925924,0.024691358024691357,0.24691358024691357,0.2345679012345679
0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,Business and Communication,611,0.325,0.275,0.05,0.15,0.2
1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,Business and Communication,612,0.3392857142857143,0.3392857142857143,0.07142857142857142,0.10714285714285714,0.14285714285714285
0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,Social Sciences,613,0.2222222222222222,0.38095238095238093,0.07936507936507936,0.1746031746031746,0.14285714285714285
0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,"Math, Sciences, and Engineering",614,0.22666666666666666,0.4533333333333333,0.09333333333333334,0.05333333333333334,0.17333333333333334
0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,"Public Service, Law, and Policy",615,0.125,0.3888888888888889,0.09722222222222222,0.16666666666666666,0.2222222222222222
1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,"Math, Sciences, and Engineering",616,0.25,0.40384615384615385,0.0673076923076923,0.09615384615384616,0.18269230769230768
1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,Business and Communication,617,0.1485148514851485,0.32673267326732675,0.07920792079207921,0.19801980198019803,0.24752475247524752
0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,"Math, Sciences, and Engineering",618,0.14285714285714285,0.2857142857142857,0.07936507936507936,0.30158730158730157,0.19047619047619047
1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,Social Sciences,619,0.2247191011235955,0.4157303370786517,0.0449438202247191,0.12359550561797752,0.19101123595505617
1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,Business and Communication,620,0.18181818181818182,0.4909090909090909,0.05454545454545454,0.03636363636363636,0.23636363636363636
1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,"Math, Sciences, and Engineering",621,0.22727272727272727,0.2840909090909091,0.07954545454545454,0.22727272727272727,0.18181818181818182
0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,"Public Service, Law, and Policy",622,0.22988505747126436,0.3333333333333333,0.10344827586206896,0.1724137931034483,0.16091954022988506
1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,Business and Communication,623,0.19117647058823528,0.36764705882352944,0.04411764705882353,0.1323529411764706,0.2647058823529412
0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,"Public Service, Law, and Policy",624,0.14666666666666667,0.44,0.05333333333333334,0.24,0.12
1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,"Math, Sciences, and Engineering",625,0.21505376344086022,0.40860215053763443,0.03225806451612903,0.12903225806451613,0.21505376344086022
0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,Business and Communication,626,0.3142857142857143,0.34285714285714286,0.08571428571428572,,0.2571428571428571
0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,Creative Arts,627,0.22580645161290322,0.3548387096774194,0.07526881720430108,0.15053763440860216,0.1935483870967742
0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,Creative Arts,628,0.30303030303030304,0.3181818181818182,0.06060606060606061,0.15151515151515152,0.16666666666666666
1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,Social Sciences,629,0.3333333333333333,0.2753623188405797,0.028985507246376812,0.14492753623188406,0.21739130434782608
0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,"Math, Sciences, and Engineering",630,0.08955223880597014,0.5223880597014925,0.11940298507462686,0.04477611940298507,0.22388059701492538
1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,"Public Service, Law, and Policy",631,0.19672131147540983,0.4098360655737705,0.04918032786885246,0.11475409836065574,0.22950819672131148
0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,Business and Communication,632,0.1320754716981132,0.32075471698113206,0.11320754716981132,0.2830188679245283,0.1509433962264151
0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,Business and Communication,633,0.3088235294117647,0.2647058823529412,0.029411764705882353,0.27941176470588236,0.11764705882352941
1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,"Math, Sciences, and Engineering",634,0.24705882352941178,0.29411764705882354,0.09411764705882353,0.1411764705882353,0.2235294117647059
1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,Creative Arts,635,0.28205128205128205,0.34615384615384615,0.05128205128205128,0.08974358974358974,0.23076923076923078
1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,Social Sciences,636,0.12857142857142856,0.32857142857142857,0.05714285714285714,0.22857142857142856,0.2571428571428571
1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,"Math, Sciences, and Engineering",637,0.2597402597402597,0.45454545454545453,0.025974025974025976,0.1038961038961039,0.15584415584415584
1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,Creative Arts,638,0.17647058823529413,0.3176470588235294,0.047058823529411764,0.24705882352941178,0.21176470588235294
1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,Business and Communication,639,0.23157894736842105,0.37894736842105264,0.031578947368421054,0.21052631578947367,0.14736842105263157
1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,Business and Communication,640,0.15384615384615385,0.5,0.02564102564102564,0.19230769230769232,0.1282051282051282
0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"Public Service, Law, and Policy",641,0.22857142857142856,0.3142857142857143,0.08571428571428572,0.12857142857142856,0.24285714285714285
1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,"Math, Sciences, and Engineering",642,0.22105263157894736,0.3473684210526316,0.021052631578947368,0.18947368421052632,0.22105263157894736
1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,Social Sciences,643,0.2236842105263158,0.3684210526315789,0.09210526315789473,0.14473684210526316,0.17105263157894737
0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,Social Sciences,644,0.14516129032258066,0.4032258064516129,0.06451612903225806,0.20967741935483872,0.1774193548387097
0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,"Math, Sciences, and Engineering",645,0.23404255319148937,0.23404255319148937,0.14893617021276595,0.10638297872340426,0.2765957446808511
1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,Social Sciences,646,0.15714285714285714,0.2714285714285714,0.05714285714285714,0.3142857142857143,0.2
0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,"Math, Sciences, and Engineering",647,0.13636363636363635,0.5303030303030303,0.13636363636363635,0.030303030303030304,0.16666666666666666
1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,"Math, Sciences, and Engineering",648,0.17647058823529413,0.4852941176470588,0.07352941176470588,0.058823529411764705,0.20588235294117646
1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,Business and Communication,649,0.24691358024691357,0.32098765432098764,0.04938271604938271,0.13580246913580246,0.24691358024691357
0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,"Public Service, Law, and Policy",650,0.25882352941176473,0.24705882352941178,0.03529411764705882,0.24705882352941178,0.21176470588235294
0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,"Math, Sciences, and Engineering",651,0.14893617021276595,0.40425531914893614,0.06382978723404255,0.19148936170212766,0.19148936170212766
1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,Business and Communication,652,0.27835051546391754,0.28865979381443296,0.08247422680412371,0.15463917525773196,0.1958762886597938
0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,Social Sciences,653,0.30158730158730157,0.15873015873015872,0.047619047619047616,0.2857142857142857,0.20634920634920634
0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,"Math, Sciences, and Engineering",654,0.19387755102040816,0.3673469387755102,0.08163265306122448,0.16326530612244897,0.19387755102040816
1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,"Math, Sciences, and Engineering",655,0.18518518518518517,0.2962962962962963,0.09876543209876543,0.2222222222222222,0.19753086419753085
1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,Business and Communication,656,0.21686746987951808,0.3855421686746988,0.03614457831325301,0.08433734939759036,0.27710843373493976
1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,"Math, Sciences, and Engineering",657,0.18666666666666668,0.5466666666666666,0.013333333333333334,0.05333333333333334,0.2
1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,"Public Service, Law, and Policy",658,0.21686746987951808,0.3132530120481928,0.03614457831325301,0.21686746987951808,0.21686746987951808
0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,"Math, Sciences, and Engineering",659,0.16129032258064516,0.27419354838709675,0.0967741935483871,0.3064516129032258,0.16129032258064516
1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,"Math, Sciences, and Engineering",660,0.17894736842105263,0.35789473684210527,0.021052631578947368,0.21052631578947367,0.23157894736842105
1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,Social Sciences,661,0.1951219512195122,0.32926829268292684,0.08536585365853659,0.1951219512195122,0.1951219512195122
1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,Business and Communication,662,0.2602739726027397,0.2602739726027397,0.1095890410958904,0.2328767123287671,0.136986301369863
1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,"Public Service, Law, and Policy",663,0.18292682926829268,0.3902439024390244,0.024390243902439025,0.13414634146341464,0.2682926829268293
0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,Business and Communication,664,0.27380952380952384,0.40476190476190477,0.03571428571428571,0.16666666666666666,0.11904761904761904
0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,"Math, Sciences, and Engineering",665,0.2833333333333333,0.31666666666666665,0.11666666666666667,0.05,0.23333333333333334
1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,Business and Communication,666,0.35365853658536583,0.2804878048780488,0.036585365853658534,0.13414634146341464,0.1951219512195122
1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,"Math, Sciences, and Engineering",667,0.21875,0.4375,0.041666666666666664,0.09375,0.20833333333333334
1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,"Math, Sciences, and Engineering",668,0.2,0.4,0.011111111111111112,0.17777777777777778,0.2111111111111111
0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,Creative Arts,669,0.22115384615384615,0.3557692307692308,0.057692307692307696,0.19230769230769232,0.17307692307692307
1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,Business and Communication,670,0.27586206896551724,0.3448275862068966,0.09195402298850575,0.09195402298850575,0.19540229885057472
1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,Social Sciences,671,0.24705882352941178,0.3058823529411765,0.011764705882352941,0.23529411764705882,0.2
1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,Creative Arts,672,0.21359223300970873,0.4077669902912621,0.07766990291262135,0.0970873786407767,0.20388349514563106
0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,"Math, Sciences, and Engineering",673,0.11494252873563218,0.5517241379310345,0.011494252873563218,0.12643678160919541,0.19540229885057472
1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,Business and Communication,674,0.18840579710144928,0.42028985507246375,0.014492753623188406,0.21739130434782608,0.15942028985507245
1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,"Public Service, Law, and Policy",675,0.25316455696202533,0.25316455696202533,0.06329113924050633,0.22784810126582278,0.20253164556962025
0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,"Public Service, Law, and Policy",676,0.5172413793103449,0.10344827586206896,0.1724137931034483,,0.20689655172413793
0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,Creative Arts,677,0.25882352941176473,0.27058823529411763,0.09411764705882353,0.17647058823529413,0.2
1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,Social Sciences,678,0.29310344827586204,0.20689655172413793,0.034482758620689655,0.3275862068965517,0.13793103448275862
1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,"Math, Sciences, and Engineering",679,0.23655913978494625,0.3978494623655914,0.06451612903225806,0.13978494623655913,0.16129032258064516
1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,Business and Communication,680,0.30666666666666664,0.17333333333333334,0.12,0.28,0.12
1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,"Public Service, Law, and Policy",681,0.2948717948717949,0.2948717948717949,0.08974358974358974,0.07692307692307693,0.24358974358974358
0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,Business and Communication,682,0.1744186046511628,0.38372093023255816,0.03488372093023256,0.19767441860465115,0.20930232558139536
1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,"Public Service, Law, and Policy",683,0.2558139534883721,0.3953488372093023,0.06976744186046512,0.11627906976744186,0.16279069767441862
1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,"Math, Sciences, and Engineering",684,0.23469387755102042,0.32653061224489793,0.04081632653061224,0.21428571428571427,0.1836734693877551
0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,Social Sciences,685,0.20930232558139536,0.43023255813953487,0.023255813953488372,0.1744186046511628,0.16279069767441862
0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,"Math, Sciences, and Engineering",686,0.1917808219178082,0.3424657534246575,0.1095890410958904,0.1232876712328767,0.2328767123287671
0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,Social Sciences,687,0.24096385542168675,0.25301204819277107,0.0963855421686747,0.25301204819277107,0.1566265060240964
1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,"Math, Sciences, and Engineering",688,0.20253164556962025,0.2911392405063291,0.08860759493670886,0.21518987341772153,0.20253164556962025
1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,"Math, Sciences, and Engineering",689,0.2375,0.325,0.1,0.1,0.2375
1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,"Math, Sciences, and Engineering",690,0.13131313131313133,0.43434343434343436,0.09090909090909091,0.18181818181818182,0.16161616161616163
1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,"Math, Sciences, and Engineering",691,0.18888888888888888,0.37777777777777777,0.06666666666666667,0.12222222222222222,0.24444444444444444
0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,"Math, Sciences, and Engineering",692,0.1348314606741573,0.5393258426966292,0.033707865168539325,0.14606741573033707,0.14606741573033707
0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,Social Sciences,693,0.18269230769230768,0.46153846153846156,0.07692307692307693,0.14423076923076922,0.1346153846153846
1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,"Math, Sciences, and Engineering",694,0.24050632911392406,0.25316455696202533,0.06329113924050633,0.24050632911392406,0.20253164556962025
0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,"Public Service, Law, and Policy",695,0.2987012987012987,0.42857142857142855,0.025974025974025976,0.06493506493506493,0.18181818181818182
1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,Social Sciences,696,0.18095238095238095,0.4666666666666667,0.047619047619047616,0.14285714285714285,0.1619047619047619
0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,"Math, Sciences, and Engineering",697,0.18085106382978725,0.44680851063829785,0.02127659574468085,0.13829787234042554,0.2127659574468085
0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,"Public Service, Law, and Policy",698,0.10606060606060606,0.42424242424242425,0.10606060606060606,0.10606060606060606,0.25757575757575757
1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,"Math, Sciences, and Engineering",699,0.2692307692307692,0.34615384615384615,0.02564102564102564,0.14102564102564102,0.21794871794871795
0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,Social Sciences,700,0.21978021978021978,0.3626373626373626,0.0989010989010989,0.2087912087912088,0.10989010989010989
1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,Business and Communication,701,0.2028985507246377,0.4492753623188406,0.043478260869565216,0.07246376811594203,0.2318840579710145
1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,"Public Service, Law, and Policy",702,0.21518987341772153,0.34177215189873417,0.0759493670886076,0.11392405063291139,0.25316455696202533
0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,Social Sciences,703,0.16831683168316833,0.4158415841584158,0.0594059405940594,0.16831683168316833,0.18811881188118812
1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,"Public Service, Law, and Policy",704,0.22340425531914893,0.30851063829787234,0.0851063829787234,0.20212765957446807,0.18085106382978725
